children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-1987.052733642787,33,average,1,married,0,M,employee,0,321645.86644721124,car deal
0,378103.241986676,64,average,1,civil marriage,1,M,pensioner,0,126872.60037104892,for a wedding
0,-2212.47962548397,46,Average,1,Single/not married,4,F,civil servant,0,113281.67951359972,housing
0,,37,higher,0,Single/not married,4,M,employee,0,,real estate transactions
0,-2541.46869676136,54,average,1,widower/widow,2,F,companion,0,204138.06301383453,construction of your own real estate
0,377516.10798986646,71,average,1,married,0,M,pensioner,0,83021.36070579929,additional education
0,,51,average,1,married,0,F,employee,0,,purchasing a car
0,344923.2586347105,55,Average,1,married,0,F,pensioner,0,223051.17932813035,your car
0,379942.5120338324,68,Average,1,Single/not married,4,M,pensioner,0,92113.38317283192,to buy a car
0,-1447.012449775053,32,higher,0,Single/not married,4,F,companion,0,94255.65493102888,obtaining additional education
1,-575.1544414357228,41,HIGHER,0,divorced,3,F,employee,0,127656.32057563675,additional education
2,-1725.1620119343029,28,average,1,married,0,F,companion,0,96793.0645226222,real estate construction
0,-1229.012926757712,50,average,1,divorced,3,F,employee,0,83633.71170398706,car deal
0,-794.6663499610762,35,average,1,civil marriage,1,F,employee,0,122222.88972556856,get married
1,-2057.5066737985444,36,higher,0,married,0,F,companion,1,349012.6151293291,home purchase
0,-70.7815276880608,32,higher,0,married,0,F,employee,0,177507.23189954067,real estate
0,368528.9314046222,59,average,1,widower/widow,2,F,pensioner,0,138044.26986357788,pursue higher education
2,-1228.638681675905,29,average,1,married,0,F,employee,0,103423.29538427334,automobile
1,-1326.98220167493,27,higher,0,married,0,F,employee,0,175261.0153174237,operations with your real estate
0,370712.0608967989,51,average,1,married,0,F,pensioner,0,137722.5961025744,real estate construction
0,-3089.115713229076,43,average,1,civil marriage,1,F,employee,0,163969.05775957962,purchase of residential property
0,-1786.8518116310331,53,higher,0,widower/widow,2,F,companion,0,178676.26141817056,home renovation
1,-4924.85186636864,40,incomplete higher education,2,married,0,F,civil servant,0,184062.6396297548,buying your own home
0,-1005.8619093282722,47,higher,0,civil marriage,1,F,civil servant,0,197537.89577298105,wedding
0,,63,average,1,married,0,F,pensioner,0,,car deal
0,-1780.9673497099975,26,average,1,Single/not married,4,M,employee,0,86780.54099349122,purchase of commercial real estate
2,,40,average,1,married,0,M,companion,0,,engage in education
0,389951.6678590394,61,average,1,married,0,F,pensioner,0,216594.1994419361,construction of your own real estate
0,-2596.030109853193,44,incomplete higher education,2,civil marriage,1,F,companion,0,198347.86342252063,commercial real estate transactions
0,373084.4728890485,59,average,1,widower/widow,2,F,pensioner,0,67805.34919231424,higher education
0,-2412.592208905699,26,higher,0,civil marriage,1,M,civil servant,0,205568.8280701564,for a wedding
0,,59,incomplete higher education,2,married,0,F,pensioner,0,,buying your own home
0,-299.53017875216284,54,average,1,Single/not married,4,F,companion,0,162140.51591763858,higher education
0,-2128.119558501273,31,average,1,Single/not married,4,F,companion,1,162912.48863297427,housing transactions
0,-6961.987331704692,50,average,1,widower/widow,2,F,employee,0,135049.57625791253,housing transactions
0,384203.6167654757,57,Average,1,civil marriage,1,F,pensioner,0,146328.9652345342,purchase of commercial real estate
2,-503.690067794252,34,higher,0,married,0,F,companion,0,283918.2033003543,residential real estate construction
0,,21,Higher,0,civil marriage,1,M,companion,0,,cars
1,-4735.41508903629,40,higher,0,married,0,F,employee,0,188171.1596146577,home purchase
0,-834.2524184883775,47,Average,1,married,0,F,employee,0,184955.58750744013,housing
0,-5521.120855198604,44,higher,0,civil marriage,1,F,employee,0,229859.9286337932,wedding
0,354128.196870876,50,average,1,Single/not married,4,F,pensioner,0,79112.12376132213,real estate
0,-453.6915136039693,47,average,1,married,0,M,employee,0,204370.8425748949,cars
0,-3303.415754962072,33,average,1,married,0,F,employee,1,155601.16256521086,obtaining higher education
0,-3230.361347500313,48,average,1,married,0,F,employee,0,94654.07204347264,obtaining additional education
2,-5352.813749159398,44,higher,0,married,0,M,employee,0,229024.7294653972,residential real estate construction
0,-1412.3720074972427,36,average,1,Single/not married,4,M,employee,0,87552.3922069432,purchase of residential property
0,-118.3863132991244,57,average,1,married,0,F,employee,0,89978.77556748207,purchasing a car
1,-3972.527576280946,43,average,1,married,0,M,employee,0,213039.76076725265,purchase of commercial real estate
0,352063.1740195293,61,average,1,married,0,F,pensioner,0,165508.37291697337,education
0,333906.5087283211,67,average,1,married,0,M,pensioner,0,102650.47410059295,real estate
2,-774.8957914266562,29,average,1,married,0,F,employee,0,66598.89904378798,home purchase
2,,31,INITIAL,3,married,0,F,employee,1,,transactions with your real estate
2,-228.69832608009136,29,average,1,married,0,F,companion,0,130334.00774792377,obtaining higher education
0,-315.5568234484787,55,average,1,married,0,M,companion,0,128268.7987797657,purchase of commercial real estate
0,-4356.447991386585,54,Incomplete higher education,2,married,0,F,employee,0,114039.90865770436,to buy a used car
2,-298.6225707942653,34,Average,1,civil marriage,1,F,companion,1,67484.39660825572,get married
0,-3150.935322069732,52,average,1,married,0,F,civil servant,0,170710.72013559635,real estate transactions
0,,30,average,1,married,0,F,employee,1,,automobile
0,-2976.199297571059,64,average,1,married,0,F,companion,0,58783.811214999056,engage in education
1,-503.0489602706957,37,Average,1,civil marriage,1,F,civil servant,0,100032.21682479844,housing
0,-2540.6554871813164,47,Average,1,married,0,F,companion,0,105864.83317797793,cars
0,-749.6125303845305,27,higher,0,Single/not married,4,M,companion,0,280785.8543267681,operations with your real estate
0,-2717.168751226509,46,average,1,married,0,F,civil servant,0,125821.17069717214,buying a rental property
0,393036.8812959083,60,average,1,married,0,M,pensioner,0,113894.21100508823,home purchase
1,-3213.269827818305,30,average,1,civil marriage,1,F,companion,0,165793.7464896635,housing transactions
1,,45,higher,0,married,0,M,companion,0,,obtaining higher education
1,-73.98989065754823,38,higher,0,civil marriage,1,F,employee,0,116496.5639719707,buying your own home
1,-5349.567299060683,54,higher,0,divorced,3,F,companion,0,239183.51676299964,home purchase
0,,46,average,1,widower/widow,2,F,companion,0,,commercial real estate transactions
0,371275.9671324001,52,average,1,married,0,F,pensioner,0,64174.39008657808,real estate construction
0,-3606.663994212903,28,higher,0,divorced,3,F,employee,0,284789.69684487104,to buy your car
0,-3849.358815345807,45,average,1,widower/widow,2,F,companion,1,332295.09419438743,purchase of commercial real estate
0,-1475.9611670291456,49,average,1,widower/widow,2,M,employee,1,200720.32573713345,real estate construction
2,-739.629187347352,33,higher,0,Single/not married,4,F,employee,0,275307.8679075219,buying your own home
0,-1172.863970627818,28,AVERAGE,1,married,0,F,employee,0,109926.01893880455,real estate transactions
1,-1224.7141880267377,34,higher,0,married,0,F,companion,1,175086.10165646538,buying a property
0,333723.0496424858,60,average,1,widower/widow,2,F,pensioner,0,197334.109050304,purchase of residential property
0,-842.5015804807435,57,higher,0,Single/not married,4,M,companion,0,120554.302152823,cars
0,-103.5986025770868,26,Higher,0,married,0,F,civil servant,0,176065.98873104824,home purchase
0,,37,average,1,married,0,F,employee,0,,pursue higher education
0,-6256.962660506983,51,higher,0,civil marriage,1,F,employee,0,162115.49690394796,get married
1,376314.1987456337,56,higher,0,civil marriage,1,F,pensioner,0,80271.48681871612,buying a home for a family
0,366570.23975965095,65,AVERAGE,1,widower/widow,2,F,pensioner,1,151461.4172218182,used car deal
0,-2214.5765176380605,42,higher,0,married,0,M,companion,0,529656.925633659,to buy a car
0,-3354.787166185021,49,average,1,married,0,M,employee,0,94029.77403802576,purchase of commercial real estate
1,-1795.3493568297265,48,average,1,married,0,F,companion,0,120386.41276975111,residential real estate construction
0,-3946.590578745389,28,average,1,Single/not married,4,F,civil servant,0,159951.87488970492,housing transactions
0,-2297.811433086233,46,average,1,Single/not married,4,F,companion,1,113628.45856823944,purchase of commercial real estate
0,395826.6812947412,68,AVERAGE,1,married,0,M,pensioner,0,142731.79512176762,real estate
1,-151.6704157846842,32,average,1,married,0,F,employee,0,106000.28604292683,purchasing a car
1,-3185.4252863130328,31,average,1,Single/not married,4,M,employee,1,369739.16711502406,purchase of residential property
0,397328.7372645853,62,average,1,widower/widow,2,F,pensioner,0,74216.66292180798,buying a rental property
1,-140.34396145391418,26,higher,0,civil marriage,1,F,employee,0,136689.85231743986,wedding
2,-870.3117785496239,40,Average,1,Single/not married,4,F,employee,0,134970.72986831778,construction of your own real estate
1,,44,average,1,civil marriage,1,F,employee,0,,additional education
0,360122.26329615584,57,average,1,married,0,F,pensioner,0,65081.89094843037,operations with your real estate
0,337434.58564158896,60,average,1,married,0,F,pensioner,0,202746.22427513407,operations with your real estate
0,-1843.3035447020432,45,average,1,married,0,F,employee,0,155213.70011433636,construction of your own real estate
0,-1586.1232527637255,33,average,1,civil marriage,1,F,employee,0,239336.2100975536,buying a rental property
0,-7066.4290907614,54,average,1,married,0,F,employee,0,113040.6464314076,purchasing a car
0,,31,average,1,Single/not married,4,M,companion,0,,real estate transactions
0,,22,higher,0,Single/not married,4,M,companion,0,,buying your own home
0,380183.32078588655,60,average,1,widower/widow,2,F,pensioner,0,114970.9569016088,automobile
0,-4693.4454758357015,38,average,1,Single/not married,4,F,employee,0,88810.24758906188,real estate
0,,22,average,1,civil marriage,1,F,employee,0,,pursue higher education
2,-111.13939896974578,28,average,1,married,0,F,employee,0,95041.51386314994,construction of your own real estate
1,-4328.647232233285,48,average,1,divorced,3,M,companion,0,193286.8748494417,purchasing a car
1,-1222.9862791456055,26,higher,0,married,0,F,employee,0,141842.95010556487,used car deal
0,-4199.093014455157,46,average,1,civil marriage,1,F,employee,0,140447.3096540101,real estate construction
0,-227.320515569642,22,average,1,civil marriage,1,M,employee,1,360764.742241622,get married
2,-418.68610228385313,36,average,1,Single/not married,4,F,employee,0,102758.05178932982,additional education
0,,41,average,1,Single/not married,4,F,civil servant,0,,buying your own home
0,-1476.5375878648858,37,average,1,Single/not married,4,M,employee,0,182196.00304324587,buying a home for a family
0,-3338.2102611220453,43,average,1,civil marriage,1,F,companion,0,389717.82414389495,for a wedding
2,-4275.174148936751,31,higher,0,married,0,M,employee,0,156259.26821890153,home renovation
0,-652.7824578866301,41,average,1,married,0,F,employee,0,122140.32760867129,higher education
0,-409.2700457450888,54,average,1,civil marriage,1,F,employee,0,64910.35764503747,get married
0,-2012.6042490407103,34,Average,1,civil marriage,1,M,companion,0,340484.5700491959,getting an education
1,-2947.729653374324,35,average,1,civil marriage,1,M,employee,0,90303.98747293066,wedding
0,-4820.770858883632,35,higher,0,civil marriage,1,F,employee,0,146983.45619374787,wedding
3,-6806.24179923859,39,average,1,married,0,F,civil servant,0,73222.10334384568,real estate construction
1,-402.8316007010652,32,average,1,married,0,M,employee,0,187610.47287570967,pursue higher education
2,-2323.345626409278,39,average,1,married,0,M,companion,0,215335.93764639163,transactions with your real estate
0,-232.392171911124,21,higher,0,Single/not married,4,M,employee,0,147812.78808482803,automobile
0,,24,higher,0,Single/not married,4,F,companion,0,,operations with your real estate
0,,56,average,1,civil marriage,1,F,employee,0,,get married
1,-583.7593735421623,31,average,1,married,0,F,employee,0,160852.44097286972,real estate
1,-2779.5969894767213,37,average,1,married,0,M,employee,0,186204.15784683888,buying a property
2,-211.2652132432687,40,average,1,married,0,M,companion,0,215079.9990017377,operations with your real estate
0,345413.8760266992,55,average,1,civil marriage,1,F,pensioner,0,235731.21209984628,for a wedding
0,-714.1261917518465,34,average,1,Single/not married,4,M,companion,1,69511.9072241896,buying a rental property
20,-188.5294354292048,30,higher,0,married,0,M,companion,0,146675.56814752368,education
1,-329.22570084856534,24,average,1,civil marriage,1,M,employee,0,126184.73968832484,real estate transactions
0,-3413.62230437624,31,average,1,married,0,M,employee,0,337498.65445094014,housing
0,-3279.4864292713023,45,average,1,married,0,M,employee,0,121430.44882588816,obtaining higher education
2,,35,average,1,civil marriage,1,F,companion,1,,obtaining additional education
1,-4224.417665653545,42,average,1,married,0,F,employee,0,208176.16662122865,real estate construction
2,,30,average,1,married,0,F,employee,1,,cars
0,-13923.375086079388,70,higher,0,married,0,M,companion,0,230056.0486082917,real estate construction
0,-5125.934080655645,38,average,1,married,0,F,employee,0,124560.61216834302,construction of your own real estate
1,-693.0266722750855,45,average,1,civil marriage,1,F,employee,0,217407.81399047736,wedding
0,-8067.464576867981,55,average,1,married,0,M,civil servant,0,88705.74328446711,purchase of commercial real estate
2,-891.3708732622391,52,higher,0,married,0,F,employee,0,86461.88358089296,commercial real estate transactions
0,-4338.1264774160445,37,average,1,civil marriage,1,M,employee,0,198338.86600207392,additional education
0,-6676.497453979297,52,higher,0,married,0,F,civil servant,0,79432.70951878732,real estate construction
0,-1026.7037882348716,41,average,1,married,0,F,companion,0,167630.91369955466,engage in education
0,-295.6596750110233,21,incomplete higher education,2,Single/not married,4,F,employee,0,159190.39245375994,specialized education
0,374158.4155741253,56,HIGHER,0,civil marriage,1,F,pensioner,0,215381.4366962897,cars
1,-6712.720029085426,34,Average,1,married,0,F,employee,0,97467.1612066868,obtaining additional education
0,394796.5930007743,54,higher,0,widower/widow,2,F,pensioner,0,87532.46299166138,to buy a car
1,-4774.34334655098,0,higher,0,civil marriage,1,F,civil servant,0,180348.69776962267,wedding
1,-2068.28755659726,46,average,1,widower/widow,2,F,employee,1,177254.25054639153,buying a home for a family
0,,54,average,1,civil marriage,1,F,pensioner,0,,wedding
1,-1756.0183799121353,35,higher,0,married,0,M,companion,0,161845.04722949333,real estate transactions
0,-393.8735485325694,45,average,1,married,0,F,employee,0,55044.48052799076,to buy your car
0,-514.2103807677187,33,Average,1,civil marriage,1,F,companion,0,158556.9249201541,for a wedding
2,,43,higher,0,married,0,F,companion,0,,cars
0,-1731.3923224979064,29,average,1,civil marriage,1,F,employee,0,119890.08906350192,obtaining higher education
1,-274.40514925307855,28,average,1,civil marriage,1,F,employee,1,124390.61292279308,real estate transactions
0,-273.73222493956075,35,average,1,married,0,F,employee,1,371188.6067232796,buying your own home
0,-1808.795345794137,46,Higher,0,Single/not married,4,F,employee,0,773136.7511498311,housing transactions
1,-2937.330009136226,42,higher,0,married,0,F,employee,0,177928.92515090614,residential real estate construction
0,-1949.4388124746863,30,higher,0,Single/not married,4,M,employee,0,163603.42157230212,buying a home for a family
2,-1611.3606094753068,0,average,1,married,0,M,employee,0,236698.9194940438,residential real estate construction
0,-1086.7327313858889,33,higher,0,civil marriage,1,F,companion,0,210121.2508072345,get married
1,-4803.900614791134,37,average,1,married,0,F,employee,1,214448.97213196653,buying a rental property
1,-124.05149344565936,59,higher,0,married,0,F,companion,0,163612.57752640737,purchase of residential property
1,-7755.875345091406,42,higher,0,married,0,M,civil servant,0,252089.55746816745,purchase of commercial real estate
0,-1629.110558620319,26,average,1,Single/not married,4,F,employee,0,97224.8220112254,obtaining higher education
0,-2217.7127973264774,27,average,1,Single/not married,4,M,employee,0,184701.6577415341,buying a rental property
0,332280.3762505409,66,average,1,widower/widow,2,F,pensioner,1,55238.4849595045,car deal
20,-519.6385668699661,34,average,1,married,0,F,employee,0,389841.08337848063,purchase of residential property
0,-11220.274760852828,47,average,1,civil marriage,1,F,employee,0,178094.85123205648,for a wedding
3,-301.0007843045848,41,average,1,married,0,M,companion,0,195751.1176008632,buying a home for a family
0,-133.93956717144292,61,higher,0,married,0,F,employee,0,174933.50787539693,transactions with your real estate
0,-2091.1729354836634,24,average,1,married,0,F,employee,0,141874.63477017687,purchase of commercial real estate
1,-637.8526141686447,31,average,1,married,0,M,companion,0,282101.80325318745,buying your own home
0,-1173.584347182585,26,higher,0,Single/not married,4,F,civil servant,0,78236.04684482237,cars
2,-606.8270506771811,34,average,1,married,0,F,employee,0,135536.45268781087,real estate transactions
0,395470.9608540128,56,average,1,civil marriage,1,F,pensioner,0,171131.43107429973,home purchase
1,-2719.339493152261,45,average,1,civil marriage,1,F,employee,0,181482.79210911208,housing transactions
0,-2062.208829936153,24,average,1,married,0,M,employee,0,88695.99199373621,residential real estate construction
0,-7659.152025378487,45,average,1,married,0,M,employee,0,203510.09734817216,commercial real estate transactions
0,-907.5097977479512,31,higher,0,married,0,M,employee,0,277395.75772734365,buying your own home
0,390398.28010721545,65,average,1,Single/not married,4,F,pensioner,0,115080.78238007805,to buy your car
0,-12475.078678993628,53,higher,0,Single/not married,4,F,employee,1,239842.71165600288,cars
1,-3916.864270272012,40,incomplete higher education,2,civil marriage,1,F,employee,0,72346.76261136826,wedding
0,380917.19529669953,52,average,1,married,0,F,pensioner,0,268298.8601719509,additional education
0,-1601.84148057133,38,average,1,civil marriage,1,F,companion,0,81865.03389492696,for a wedding
1,-169.27440358975375,23,average,1,married,0,F,employee,0,112924.35514368264,real estate transactions
0,-2501.521422283509,53,higher,0,married,0,F,civil servant,0,389033.6880178839,housing transactions
0,-833.3426949931544,31,higher,0,civil marriage,1,F,employee,0,371645.4170394512,for a wedding
0,-513.5766069891323,52,average,1,divorced,3,M,employee,0,130345.37196377662,buying a property
1,-640.9684675860148,27,average,1,civil marriage,1,M,employee,0,81170.23853138289,residential real estate construction
0,-539.8660194754399,28,average,1,Single/not married,4,F,employee,0,125376.3884937106,home renovation
0,-755.4994586645907,36,Average,1,married,0,F,employee,0,80981.0392436583,automobile
0,374137.99290649744,64,higher,0,divorced,3,F,pensioner,0,96391.26241420118,real estate construction
1,-4119.170295532995,31,average,1,divorced,3,F,employee,0,176675.55826643802,education
0,380281.4982126788,53,average,1,married,0,F,pensioner,0,99708.54380382525,home purchase
0,-3861.7072905345617,52,higher,0,married,0,F,employee,0,186311.07027061065,cars
1,-3546.224285680988,45,average,1,married,0,F,companion,0,233117.5287886957,buying a rental property
0,-3796.332731105088,33,average,1,married,0,M,employee,0,212887.3996077848,purchase of commercial real estate
0,355799.7707652168,50,average,1,civil marriage,1,F,pensioner,0,159491.48260797551,wedding
0,-6880.419902944515,47,higher,0,married,0,F,companion,0,123843.6927252801,buying a rental property
2,-421.23256143100286,35,average,1,married,0,F,employee,0,97387.23727967674,housing transactions
2,-2401.139370500086,36,average,1,married,0,M,employee,0,138798.39076460767,buying your own home
0,-9213.864321293624,55,average,1,Single/not married,4,F,employee,0,102815.12830845865,housing
0,-2024.113581829248,39,average,1,married,0,M,employee,0,92289.21387592604,purchase of residential property
0,336907.3856194233,66,average,1,civil marriage,1,M,pensioner,0,215925.94544351305,wedding
1,-1296.8412856935938,51,average,1,civil marriage,1,F,civil servant,0,283642.24759211025,for a wedding
1,-75.14877255155419,28,average,1,civil marriage,1,F,employee,0,100845.85854199064,buying a home for a family
2,-2945.7231232308227,51,average,1,married,0,M,companion,0,152875.8698024392,buying a rental property
0,-261.13557943422296,45,average,1,married,0,M,employee,0,177234.42683962878,buying your own home
0,-2492.4613144947216,28,higher,0,married,0,M,companion,0,186684.4533578413,additional education
0,-6682.867814080983,74,average,1,civil marriage,1,F,employee,0,98945.9061774058,get married
0,-316.24259199935057,49,AVERAGE,1,married,0,F,employee,0,79166.15576775745,home renovation
1,-350.72712820082194,42,average,1,married,0,F,civil servant,0,174058.30051465082,to buy a used car
2,-377.3196582183402,45,Average,1,married,0,F,employee,0,157072.77132269714,pursue higher education
0,379457.754026004,66,Average,1,civil marriage,1,F,pensioner,0,183223.8161838181,buying a property
0,344919.2641582985,61,average,1,married,0,M,pensioner,0,97892.3318818795,buying your own home
1,-2165.130797758749,35,higher,0,Single/not married,4,F,civil servant,0,103460.7705477409,purchase of commercial real estate
0,-5213.362005732512,50,average,1,widower/widow,2,F,employee,0,63540.1037583625,construction of your own real estate
0,-1436.6778339519476,53,average,1,married,0,M,employee,1,109183.13261709132,higher education
0,-1033.368624145951,44,average,1,civil marriage,1,F,employee,0,338556.5572303774,for a wedding
0,-810.671214662126,47,average,1,married,0,M,employee,0,167375.84207672026,commercial real estate transactions
0,-1094.8827487070262,21,higher,0,Single/not married,4,F,companion,0,344633.5345680951,purchase of commercial real estate
1,-2439.7010596304945,43,average,1,married,0,F,companion,0,142841.9429478299,purchase of residential property
0,342431.0360623753,52,average,1,married,0,F,pensioner,0,95988.49906823842,buying a property
0,-10006.241691699826,56,average,1,married,0,F,employee,0,71919.47982338879,real estate construction
0,,63,average,1,married,0,F,pensioner,1,,engage in education
0,,71,average,1,married,0,M,pensioner,0,,purchase of residential property
0,,53,average,1,married,0,F,pensioner,0,,real estate transactions
0,-8622.614962686323,52,average,1,widower/widow,2,F,civil servant,0,133860.41335179136,engage in education
0,-1863.5034491828228,41,average,1,Single/not married,4,M,employee,0,150543.35898683773,used car deal
1,-4687.17867110604,42,average,1,married,0,M,employee,0,163061.47748930508,housing transactions
0,-990.5242580810376,41,higher,0,married,0,M,civil servant,0,174770.7980854969,commercial real estate transactions
0,347530.14716554875,59,average,1,married,0,F,pensioner,0,129257.8710427982,getting an education
2,,28,average,1,divorced,3,M,companion,1,,cars
1,-1337.710105020502,35,average,1,married,0,F,employee,0,89051.66871241885,housing transactions
0,-3710.768048893937,51,higher,0,married,0,F,employee,0,155275.68186724946,education
0,-604.6090464259645,58,average,1,married,0,M,employee,0,186555.8622437553,to buy a used car
0,-7499.830826396711,42,average,1,married,0,F,employee,0,173743.86374030964,additional education
0,-1279.5559646519523,34,average,1,married,0,F,employee,0,215842.811219962,purchasing a car
0,340228.7085617377,52,average,1,married,0,F,pensioner,0,216922.4711851425,education
0,,55,average,1,civil marriage,1,F,pensioner,0,,real estate
0,-1025.402942930756,64,higher,0,married,0,M,civil servant,0,706401.4757902138,specialized education
2,-4107.015390173509,34,average,1,civil marriage,1,M,civil servant,0,224757.0066535445,get married
0,-1452.1973601613386,49,higher,0,married,0,F,employee,0,151112.42634543296,construction of your own real estate
0,-3214.6354220425264,46,average,1,Single/not married,4,M,employee,0,255950.3101272825,purchase of residential property
0,-3871.281610995901,48,Average,1,widower/widow,2,F,companion,0,104217.27113071793,residential real estate construction
1,-4366.69849242156,38,higher,0,civil marriage,1,F,companion,0,158496.78829969675,specialized education
1,348525.52018847177,43,higher,0,divorced,3,M,pensioner,0,268292.1775250082,buying your own home
0,-2078.068190300677,30,higher,0,civil marriage,1,M,companion,0,181544.063285642,get married
2,-172.1519548913122,33,higher,0,civil marriage,1,F,companion,0,207035.14251894684,purchasing a car
2,-1075.1170016619033,35,incomplete higher education,2,married,0,F,companion,0,281612.84268457146,residential real estate construction
3,-2085.54575587321,30,average,1,married,0,M,employee,0,366470.26445409615,purchase of residential property
0,-1505.4438585391074,51,AVERAGE,1,civil marriage,1,F,employee,0,49836.73100815296,wedding
0,329638.4270596182,65,average,1,civil marriage,1,M,pensioner,0,52803.55084732879,for a wedding
0,-3218.732156676867,0,higher,0,married,0,M,employee,0,162427.0608434179,housing transactions
0,-755.2301991234461,48,AVERAGE,1,civil marriage,1,F,employee,0,109843.71177634755,for a wedding
0,370587.572555118,52,average,1,married,0,F,pensioner,0,147982.22547314694,real estate construction
1,-414.7993569600504,38,higher,0,Single/not married,4,F,employee,0,168589.31309521946,buying a home for a family
0,-938.9190092983624,28,higher,0,married,0,F,civil servant,1,79365.83812980595,purchase of commercial real estate
0,-1643.2732153499546,34,average,1,married,0,M,employee,0,329182.04222862533,home purchase
2,-197.9882360891705,45,average,1,civil marriage,1,F,companion,0,268114.6899274141,get married
0,,40,average,1,Single/not married,4,M,civil servant,1,,real estate
1,,53,Average,1,married,0,F,employee,0,,real estate
1,-535.7307053000713,45,average,1,married,0,M,employee,0,147661.77201075794,to buy a used car
0,-1172.487299245209,49,higher,0,married,0,F,companion,0,119773.03483552537,buying a rental property
0,-1912.523145734037,53,average,1,married,0,M,employee,0,254618.266501618,specialized education
0,367763.1451383729,48,average,1,civil marriage,1,M,pensioner,0,121375.04520612033,transactions with your real estate
1,-1284.1161838545736,34,higher,0,married,0,F,employee,0,67341.68028616192,cars
0,-166.03203701781698,60,AVERAGE,1,widower/widow,2,F,companion,0,93810.51794212322,real estate transactions
1,-359.5430618071145,40,average,1,civil marriage,1,M,employee,0,138556.98052017274,automobile
0,-4264.413072886448,63,average,1,married,0,M,employee,0,175482.11257770789,specialized education
0,-3219.388852111949,48,average,1,married,0,F,civil servant,0,92038.43107668852,pursue higher education
0,-1523.4660377244886,40,average,1,civil marriage,1,F,companion,0,364619.28782513656,get married
0,-1205.8714211880706,42,higher,0,divorced,3,F,companion,0,168002.61373286313,to buy your car
0,-1031.2675533378815,28,average,1,married,0,M,employee,0,199652.53964356225,real estate transactions
0,-146.18389137016234,25,average,1,Single/not married,4,F,employee,0,139622.66830827232,to buy your car
0,-108.91952548279524,24,Average,1,married,0,F,employee,0,61635.86559467606,housing
0,-3743.897526498,51,average,1,civil marriage,1,F,employee,0,117596.54428594733,residential real estate construction
0,380690.82389558695,56,average,1,married,0,M,pensioner,0,149129.2480780851,real estate construction
0,-768.4710142680493,33,average,1,married,0,M,companion,0,164021.9952899935,real estate construction
0,-728.5412365224129,45,higher,0,married,0,F,companion,0,432530.63211041,construction of your own real estate
0,-3238.801227926883,40,AVERAGE,1,Single/not married,4,F,employee,0,200273.249023816,real estate transactions
1,-5326.393566866836,33,higher,0,married,0,F,companion,0,274067.4015351073,getting an education
2,-305.00380574056214,39,average,1,married,0,M,companion,0,251382.84363760325,real estate construction
0,-148.7295763475755,37,average,1,married,0,F,employee,0,81329.6539877747,operations with your real estate
0,397417.8352648912,66,average,1,Single/not married,4,F,pensioner,1,129535.82729275436,housing
0,334840.18505862885,51,average,1,married,0,M,pensioner,1,141048.90688911645,buying your own home
1,-1177.1643041698062,29,average,1,married,0,M,employee,0,95375.89965465254,housing
1,,41,average,1,civil marriage,1,F,companion,0,,real estate construction
2,-1147.4779827718849,29,average,1,married,0,F,employee,0,101640.77036183476,specialized education
1,-2856.7815696025123,27,average,1,married,0,F,civil servant,0,121923.755773303,real estate transactions
0,380893.8135879744,61,average,1,married,0,M,pensioner,0,533870.9273572115,home purchase
0,,38,average,1,married,0,M,companion,0,,education
1,-117.86112356884216,42,average,1,civil marriage,1,F,companion,0,266923.27020833193,wedding
1,-733.8301526829947,34,average,1,civil marriage,1,F,employee,0,69684.61265644731,get married
-1,-370.82713037683305,27,average,1,married,0,F,companion,0,164591.2603379743,buying a rental property
0,340749.5741022757,57,average,1,married,0,F,pensioner,0,149964.19920575232,buying a home for a family
0,-2131.089608829888,26,average,1,civil marriage,1,M,companion,0,111082.72136860156,commercial real estate transactions
0,-581.0492936355065,44,average,1,married,0,F,companion,0,225046.23439361565,real estate
0,-513.7343233724116,57,higher,0,married,0,M,employee,0,258177.09396181948,purchase of commercial real estate
0,-3588.829858978348,52,average,1,married,0,F,employee,0,58882.14225066139,to buy your car
0,-874.1788926941557,44,higher,0,divorced,3,F,employee,0,126387.39250569652,to buy a car
1,-4886.391234127526,34,average,1,married,0,M,employee,1,188475.35735367573,used car deal
1,-3189.129599730977,37,average,1,married,0,F,employee,0,99829.67372623691,obtaining additional education
0,-9170.457317824712,47,average,1,married,0,F,civil servant,0,172069.77883124966,operations with your real estate
0,-7156.210056408128,53,average,1,civil marriage,1,F,employee,0,138951.56303616858,for a wedding
0,-2186.911075522464,37,average,1,married,0,M,companion,0,197217.9017828717,housing
0,-10378.955237296628,50,Average,1,widower/widow,2,F,employee,0,124426.9157249624,engage in education
0,-435.1187725391528,23,average,1,Single/not married,4,F,employee,0,167186.61390507853,to buy a used car
1,-2665.7479657545778,26,incomplete higher education,2,married,0,F,employee,0,108989.59877902897,purchase of commercial real estate
1,-1439.9205089286304,27,average,1,married,0,F,employee,1,256239.9641061257,home purchase
0,-976.9448808418476,26,average,1,Single/not married,4,M,employee,1,120732.8151675569,getting an education
1,-4361.109581258392,42,higher,0,married,0,M,civil servant,0,123067.32304110414,additional education
0,-1590.7477503836733,29,average,1,married,0,F,employee,0,99760.5120529577,real estate transactions
0,351990.53734255454,60,average,1,widower/widow,2,F,pensioner,0,99585.0211458666,commercial real estate transactions
